"metryczka.plec","metryczka.wiek","metryczka.miejsce","metryczka.wyksztalcenie","metryczka.nauka","metryczka.praca","metryczka.osoby","metryczka.dzieci","metryczka.zakupy","metryczka.przygotowanie","metryczka.sytuacja","metryczka.wiedza","metryczka.dieta","fcq.dieta_kalorie","fcq.cena_wartosc","fcq.eko_opakowana","fcq.eko_produkowana","fcq.dieta_tluszcz","fcq.pol_pochodzenie","fcq.eko_bezgmo","fcq.dieta_wit-i-min","fcq.dieta_bezdodatkow","fcq.dieta_odzywcza","fcq.dieta_bialko","fcq.dieta_naturalna","fcq.hed_zdziecinstwa","fcq.hed_odprezajaca","fcq.hed_wygodna","frl.nowe_zawartosc","frl.dieta_odzywcza","frl.cena_info","frl.nowe_etykiety","frl.dieta_naturalna","frl.dieta_bezdodatkow","frl.dieta_wartosc","fns.nowe_ufnosc","fns.nowe_przyjecia","cet.pol_bezrobocie","cet.pol_niedostepne","cet.pol_nieprodukowane","mgr.nowe_marki","mgr.hed_przepis","mgr.hed_przyjemnosc","mgr.hed_niesmaczna","mgr.pol_swieza","mgr.pol_tania","mgr.pol_smaczna","mgr.nowe_sklad","mgr.hed_wrazenie","mgr.hed_zakupy","mgr.hed_szybko","ziemniak.cena","ziemniak.miejsce","ziemniak.swiezosc","ziemniak.rodzaj","ziemniak.kraj","ziemniak.barwa","ziemniak.wyglad","ziemniak.spozycie","ziemniak.okres","ziemniak.sklep","ziemniak.opakowanie","ziemniak.obrobka","ziemniak.potrawy","ziemniak.zdrowotnosc","ziemniak.smak","ziemniak.jakosc","ziemniak.produkty","pomidor.cena","pomidor.miejsce","pomidor.swiezosc","pomidor.rodzaj","pomidor.kraj","pomidor.barwa","pomidor.slodkosc","pomidor.miekkosc","pomidor.spozycie","pomidor.okres","pomidor.sklep","pomidor.obrobka","pomidor.potrawy","pomidor.zdrowotnosc","pomidor.smak","pomidor.jakosc","pomidor.produkty","jablko.cena","jablko.miejsce","jablko.swiezosc","jablko.rodzaj","jablko.kraj","jablko.barwa","jablko.miekkosc","jablko.slodkosc","jablko.spozycie","jablko.okres","jablko.sklep","jablko.obrobka","jablko.potrawy","jablko.zdrowotnosc","jablko.smak","jablko.jakosc","jablko.produkty","pomarancza.cena","pomarancza.miejsce","pomarancza.swiezosc","pomarancza.rodzaj","pomarancza.kraj","pomarancza.barwa","pomarancza.miekkosc","pomarancza.slodkosc","pomarancza.spozycie","pomarancza.okres","pomarancza.sklep","pomarancza.obrobka","pomarancza.potrawy","pomarancza.zdrowotnosc","pomarancza.smak","pomarancza.jakosc","pomarancza.produkty","makaron.cena","makaron.miejsce","makaron.swiezosc","makaron.rodzaj","makaron.kraj","makaron.barwa","makaron.marka","makaron.spozycie","makaron.okres","makaron.sklep","makaron.obrobka","makaron.potrawy","makaron.zdrowotnosc","makaron.smak","makaron.jakosc","platki.cena","platki.miejsce","platki.swiezosc","platki.rodzaj","platki.kraj","platki.blonnik","platki.marka","platki.sklep","platki.spozycie","platki.obrobka","platki.potrawy","platki.zdrowotnosc","platki.smak","platki.jakosc","pieczywo.cena","pieczywo.miejsce","pieczywo.swiezosc","pieczywo.rodzaj","pieczywo.kraj","pieczywo.barwa","pieczywo.ziarna","pieczywo.blonnik","pieczywo.sklep","pieczywo.spozycie","pieczywo.opakowanie","pieczywo.obrobka","pieczywo.potrawy","pieczywo.zdrowotnosc","pieczywo.smak","pieczywo.jakosc"
"50",1,0.5,1,0.75,1,1,0.25,0,1,1,1,1,0,0,0.5,0.5,0,0.5,0.5,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,1,1,0.5,0.5,1,0.5,1,1,1,0.5,0.5,1,0.75,0.75,1,1,0.5,1,1,0.2,0,0.25,0.833333333333333,0,1,1,1,1,1,0.75,0.75,1,1,0.75,0.75,0,0.5,0.1,1,0.25,0,1,1,0.5,0.5,0.833333333333333,0.75,0.5,1,1,0.5,1,0,0,0.1,0,0.25,0,0.5,1,1,1,1,0.5,0.5,1,1,0.5,1,1,0,0.1,0,0.75,0.5,0.5,1,0.5,0.5,0.5,0.75,0.25,1,0.75,0.5,0.75,1,0.1,0,0.75,0,1,0.5,1,0.5,0.75,0.5,1,1,0.5,0.75,1,0.75,0.5,0,1,1,1,1,0.75,1,1,1,0.5,1,0.75,0.5,0.75,0.1,0,0,1,1,1,1
"51",0,0.0833333333333333,1,0.5,1,0.5,0.75,0.333333333333333,1,1,1,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.1,0,NA,NA,0.5,1,0.5,1,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,0.5,0.5,0.5,0.666666666666667,0.25,0,0.5,0.5,0,0.5,1,0.5,0.1,1,0.25,0,1,1,1,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,NA,0.5,0,1,0,0,1,0.5,0,0,1,0,0.5,0.5,0.1,0,0.5,0,1,0.5,0.5,0.5,0.75,0,0,0.5,0,0,0.5,1,0.7,0,0,0,1,0.5,0.25,0.5,0.75,0.75,0,0.5,0.25,0,0.5,0.8,1,0,1,0.5,1,0
"52",1,0.666666666666667,1,0.75,1,0.5,1,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,1,1,1,0.5,1,0.5,0.5,0.5,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.5,1,0.5,1,1,0.5,0.75,0.75,1,0.75,1,1,0.5,0.75,0.05,1,0.25,0,1,1,1,1,0.666666666666667,0.5,0.75,1,1,1,1,0.5,0.25,0.1,0,0.25,0,1,1,1,1,0.25,0.75,0.5,0.5,0.5,0.5,1,1,0.25,0.1,0,1,1,1,0.5,0.5,1,1,0.75,0.5,0.5,1,1,1,0.75,0.05,0,1,0,1,0,1,1,0.75,0.25,0.5,1,0.75,0.5,0.75,1,0.4,0,1,0.5,1,1,0.75,0.75,1,1,1,1,1,1,0.25,0.1,0,0.5,0.5,0,1,1
"53",1,0.5,1,0.75,1,0.5,0.25,0.333333333333333,1,1,1,0.5,0,0,1,0.5,0.5,0,0.5,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,1,0.5,1,1,1,0.5,0,1,0.5,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,1,0,0,0.5,0.75,0,1,0.5,0.25,0.05,0,0.25,0.666666666666667,0,1,0.5,1,1,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.25,0.5,0.05,0,0.25,0,1,1,1,1,0.666666666666667,0,0.5,1,0.75,1,0.75,0.75,0.5,0.05,0,0.25,0,1,1,1,1,0.75,0.75,0.25,0.75,0.5,0.25,0.5,0.75,0.5,0.1,1,1,0,0,1,1,0.5,0.5,0.25,0,0.5,0.75,0.25,0.25,0.75,0.05,0,1,0,1,0.5,1,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.75,1,0.1,0,1,1,1,1,0.5,1,1,1,1,0.5,0.75,0.5,0.25,0.1,0,0,0,1,1,1
"54",1,0.5,0.218254943012042,0.75,1,0,0.25,0,1,1,1,1,0,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.75,1,0.1,0,0.75,1,0,1,0.5,1,0.5,0.75,0.75,0.75,1,0.75,0.75,1,0.25,0.5,0.8,0,0.25,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.75,0.05,0,0.25,0,0.5,1,1,1,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1,0,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.05,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1,1,0.5,0,0,0,0.5
"55",1,0.75,1,1,0,0.5,0.25,0,1,1,1,1,0,0,1,1,1,0,0.5,1,1,1,1,0.5,1,0,1,0.5,1,0.5,0,0.5,1,0.5,0,0,1,0.5,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,0.5,0,0.5,0,0.5,0.75,1,0.75,0.5,0.5,0.25,0.75,0.05,0,0.25,0.5,1,1,1,1,0.333333333333333,0.5,0.75,1,0.75,0.75,0.5,0.75,0.5,0.4,0,0.75,0,1,1,1,1,0.5,0.75,0.5,1,0.5,0.5,0.75,1,0.25,0.1,1,0.75,0.5,1,1,1,1,0.5,0.75,0.25,0.75,1,0.25,0.75,0.5,0.1,0,0.75,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.5,1,1,1,1,0.5,0.75,1,1,1,1,0.75,0.25,0.25,0.05,0,0,1,1,1,1
"56",1,0.833333333333333,1,1,1,0,0.25,0,1,1,1,0.5,0,0,1,0.5,0.5,0,0.5,0,1,1,1,1,1,1,0.5,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,1,0.5,0.5,0.5,1,0.5,0.75,1,1,0.5,0.75,1,0.05,0,0.75,0.5,0,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.25,0.75,0.1,0,0.25,0,1,1,1,1,0.5,0.75,0.5,0.5,0.75,0.75,1,1,0.25,0.1,0,0.75,0,1,1,1,1,0.75,0.75,0.25,0.75,0.25,0.75,0.75,1,0,0.3,1,0.75,0,0.5,1,1,1,0.5,0.5,0.25,0,0.5,1,0.5,0.75,0.1,0,1,0,1,0.5,1,1,0.75,0.25,0.25,0.75,0.25,0.5,0.5,0.5,0.8,0,0.5,1,1,1,0.75,0.5,1,1,0.25,0.75,1,0.5,0,0.1,1,0,0,0.5,1,1
"57",1,0,0.00771282828772078,0.5,1,0,0.5,0.666666666666667,0.5,1,1,1,0,0,0.5,0.5,0.5,0.5,1,1,1,1,0.5,1,1,0.5,0.5,0.5,1,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0.5,1,1,1,1,1,1,0.75,1,0.5,0.75,1,0.25,0.75,0.5,0,0.25,0.5,1,1,1,1,0.666666666666667,1,1,1,0.75,0.75,0.75,0.75,0.25,0.2,0,0,0.5,1,1,1,1,0.75,0.25,0.75,0.75,0.5,0.75,1,0.75,0,0.3,0,0.25,1,1,1,1,1,0.5,0,0.5,0.75,0.25,0.5,0.5,0.5,0.1,0,1,0.5,1,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0,1,1,1,0.25,1,1,0.75,0.75,0.75,0.75,0.75,0.25,0.1,0,1,1,0.5,1,1
"58",1,0.333333333333333,0,0.5,1,0,0.5,0.333333333333333,1,1,1,1,0,0,1,1,0.5,0.5,0.5,0,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,1,1,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.75,1,0.25,0.5,0.75,1,0.05,0,0.5,0,0,1,1,1,1,0,0.5,0.75,1,1,1,1,0.5,0.75,0.05,0,0.5,0.5,1,1,1,1,0.666666666666667,0.5,0.5,0.75,1,1,1,1,0.75,0.05,0,0,0,1,1,1,1,0.5,0.5,0.5,0.75,0.75,1,0.75,0.75,0.5,0.05,0,1,1,0.5,1,0,0,0.5,0.5,0.5,0.5,1,0.75,0.75,0.75,0.1,0,1,0,0.5,0,1,1,0.5,0.5,1,1,0.5,0.25,0.75,1,0.1,0,0.5,1,1,1,0.5,0.5,1,0.75,1,0.75,0.75,0.5,0.5,0.2,0,1,0,1,1,1
"59",1,0.25,1,0.5,1,0.5,1,0,1,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0,0.5,0.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.25,0.75,0.75,0.5,0.5,0.5,0.75,0.05,0,0.25,0.666666666666667,0,1,1,1,1,0,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.5,0.05,0,0.25,0,1,1,1,1,0.166666666666667,0.5,0.75,0.75,0.75,0.5,0.5,1,0.5,0.1,0,0.25,0,0.5,1,1,1,0,0.5,0.5,0.75,0.25,0.5,0.75,0.75,0.5,0.1,0,0.25,0,0,1,1,1,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.75,0.1,0,0.75,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.75,0.3,0,1,1,1,1,0.5,0.75,0.75,1,0.75,1,1,1,0,0.05,NA,0,0.5,1,0.5,0
"60",1,0,0.0458827186620768,0.25,1,0,0.5,0.666666666666667,0.5,0.5,1,1,0,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0,0.5,0,1,1,0.5,0.5,0.5,0,1,0.5,0,0,0.5,0.5,1,1,0.5,0.5,0.5,0,0,0,1,0.75,0.75,1,0.75,0.75,0.5,0.5,0.2,0,0.25,0.833333333333333,0,1,1,1,1,0.5,0.75,0.5,1,0.75,0.25,0.5,0.25,1,0.1,1,0.25,0,1,1,1,1,0.5,1,0.5,0.75,0.75,0.5,0.75,0.75,0.5,0.1,0,0.25,0,1,1,1,1,0,1,0.75,1,0.75,0.5,0.5,0.75,0.25,0.1,1,0.75,0.5,0,1,1,1,0.5,0.75,0.75,0.75,0.75,0.25,0.25,0.5,0.1,0,0.75,0,1,1,1,1,0.75,0.75,0.5,1,0.5,0.25,0.5,0.75,0.1,0,0,1,1,1,0.75,0.5,1,1,0.5,0.75,0.75,0.5,0.25,0.4,0,0,0,1,1,1
"61",1,0.166666666666667,1,0.5,1,0,0.5,0.333333333333333,0.5,0.5,1,0.5,0,0.5,1,1,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0.75,0.75,0.75,0.75,1,0.25,0.75,0.1,0,0.25,0.333333333333333,0,1,0.5,1,1,0,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.75,0.05,0,0.25,0,1,1,1,1,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.1,0,1,0,1,1,1,1,0.5,0.75,0.75,0.75,0.25,0.75,0.75,0.75,0.25,0.1,0,1,0,0.5,1,0,0,0.5,0.5,0.5,0.5,0.75,0.25,0.5,0.75,0.05,0,1,0,1,0.5,1,0.5,0.75,0.5,0.25,0.5,0.25,0.5,0.5,1,0.2,0,0,0,1,0.5,0.5,0.75,1,1,1,1,1,0.5,0.5,0.1,0,0,0.5,1,1,1
"62",1,0.666666666666667,1,1,0,0.5,0.25,0,0.5,1,1,1,0,0.5,1,1,0.5,0.5,1,0.5,1,1,1,0.5,1,0,1,0,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,0,1,0,0.5,0.5,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.5,1,0.5,0.5,1,0.5,0.25,0.75,0.75,1,0.25,0.75,0,1,0.1,0,0.25,0,1,1,0.5,1,0.333333333333333,0.25,0.25,0.75,0.75,0.5,0.5,0.75,0.5,0.1,0,0.25,0,1,1,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.5,1,1,0.5,0.5,0,0.25,0.25,0.5,1,0.25,0.25,0.75,0.05,0,0.75,0,1,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0,0,0,0.5,0.25,0.75,1,1,0.5,0.75,0.75,0.5,0.25,0.05,1,1,0,0.5,0.5,0.5
"65",1,0.25,1,0.5,1,0,0.25,0,0.5,1,1,1,0,0,1,0.5,0,0,1,0,1,0.5,1,0.5,1,0.5,0,0.5,1,1,1,1,0.5,0,0.5,0,1,0.5,1,1,0,0,0.5,1,0.5,0.5,0.5,1,0,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.1,0,0.75,0.666666666666667,0.5,1,0.5,1,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.5,1,1,0.5,1,0.333333333333333,0.75,0.75,0.75,0.5,0.5,0.75,1,0.75,0.1,0,0.75,0,1,1,1,1,0.25,0.75,0.5,1,0.5,0.25,0.75,0.75,0.25,0.1,0,0.75,0,0,1,1,1,0.5,0.75,0.5,0.75,0.25,0.75,0.5,0.5,0.05,0,0.75,0,1,0.5,1,1,1,0.5,0.5,0.75,1,1,0.5,0.75,0.05,0,0,0,1,1,0.25,1,1,1,1,1,1,1,0.25,0.05,0,0,0,0.5,1,1
"66",0,0.166666666666667,0.0458827186620768,0.5,1,0.5,0.25,0,1,0,1,0.5,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,1,1,1,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,1,0.5,0.5,0.5,0.5,0,0,0,1,0.5,0.25,0.75,0.5,0.5,0.25,0.75,0.05,0,0.25,0.333333333333333,1,0.5,0.5,0.5,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,1,0.5,0.5,0.166666666666667,0,0.25,1,0.5,0,0,0.75,0.5,0.1,0,1,0,0.5,1,1,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,NA,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0,0.75,0.25,0.1,0,1,0.5,1,0,0.5,1,0.75,0.25,0.5,1,0,0,0.25,1,0.1,1,0,0,1,1,0.5,1,1,0.75,0,0.5,0.5,0.25,0.25,0.1,0,1,0,0.5,1,1
"67",1,0.25,0.0458827186620768,0.5,1,0.5,0.5,0.666666666666667,1,1,1,1,0,0.5,1,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1,1,0.5,1,0,0.5,0.5,1,0.5,1,1,1,1,1,0.5,0.5,1,1,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.1,0,0.25,0,0,1,1,1,1,0,0.75,0.75,1,0.75,0.75,0.75,0.25,0.75,0.2,1,0.25,0,1,1,1,1,0.333333333333333,0.75,0.75,0.75,1,1,1,1,0.5,0.2,0,0.25,0,0,1,1,1,0.5,0.75,1,1,1,1,1,1,0.25,0.3,1,0.25,0.5,1,1,1,1,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.1,0,0.75,0,1,0.5,1,1,0.75,0.75,0.75,0.75,0.75,1,1,0.75,0.5,0,0.5,1,1,1,0.75,0.75,0.75,1,1,1,1,1,0.25,0.1,0,1,0.5,1,1,1
"68",1,0.666666666666667,0.00771282828772078,1,0,1,0.5,0,0.5,0.5,1,1,0,0.5,1,1,0.5,0.5,0.5,0,1,1,1,0.5,1,0.5,0,0,0.5,0,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,1,0.75,0.25,0.75,0.5,0.25,0.5,0.75,0.05,0,0.75,0.833333333333333,0,1,1,1,1,0.75,0.25,0.5,1,1,0.25,0.5,0.25,0.25,0.05,0,0.75,0,1,1,1,1,0.5,0.25,0.25,0.75,0.5,0.5,0.75,0.25,0.5,0.1,0,0.75,0,1,1,1,1,0.5,0.5,0.25,0.75,0.5,0.5,0.25,0.5,0.5,0.1,0,0.75,0,0,1,1,1,0.5,0.25,0.25,0.25,0.75,0.25,0.25,0.75,0.1,0,0.75,0,1,0.5,1,1,0.25,0.25,0.25,1,0.25,0.25,0.5,0.75,0.1,0,0,1,1,1,0.25,0.25,1,0.75,0.25,0.75,0.5,0.5,0.75,0.05,0,0,0,1,1,1
"69",1,0.5,1,0.75,1,0,0.25,0,1,1,1,0.5,0,0,0.5,1,0.5,0.5,1,0.5,1,1,1,0.5,1,0.5,1,1,1,1,0.5,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,1,0.75,0.75,1,0.25,0.5,0.5,0.75,0.05,0,0.5,0.333333333333333,0,1,1,1,1,0.5,0.75,0.25,0.75,0.75,0.75,0.75,0.25,0.5,0.05,1,0.75,0,1,1,0,0,0.333333333333333,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.25,0.1,0,0.5,0,1,1,1,1,0.25,1,0.5,0.75,0.75,0.25,0.25,0.5,0,0.3,1,0.75,0.5,0.5,1,0,0,0.5,0.75,0,0.25,0.5,0,0.5,0.5,0.05,0,0.75,0,1,0.5,1,1,0.75,0,0.25,0.75,0,0.25,0.75,0.75,0.05,0,0,0.5,1,0.5,0.5,0.75,1,0.75,0.75,1,0.5,0.5,0.25,0.05,0,0,0.5,1,1,0.5
"70",1,0.25,1,0.5,1,0.5,0.5,0.333333333333333,1,1,1,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0.5,1,0,0.5,0.5,1,0,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.25,1,0.5,0.25,0.25,0,0.05,0,0.25,0,0,1,0.5,1,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,1,1,1,0.833333333333333,0.5,0.5,1,0.75,0.5,0.75,0.5,0.5,0.1,0,1,0,0,1,1,1,0.25,0.75,0.5,1,0.75,0.5,0.75,0.5,0.5,0.05,0,1,0,0,1,1,1,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0.75,0.05,0,1,0,1,0.5,1,1,0.5,0.5,0.5,0.75,0.5,0.5,0.75,1,0.1,0,0,0.5,1,0.5,0.25,0.5,1,1,0.25,0.75,0.75,0.5,1,0.05,0,0.5,0,0.5,1,1
"71",1,0.25,0.0458827186620768,0.5,1,0.5,0.5,0.333333333333333,1,1,0.5,1,0,0.5,1,0.5,0.5,0.5,1,1,1,1,1,0.5,1,0,0.5,0,1,1,1,1,1,0.5,0.5,0.5,1,0,0.5,0.5,1,0.5,0,1,0.5,1,1,0.5,0.5,0.5,0.5,0.75,0.75,1,1,0.75,0.5,1,0.2,0,0.25,0.333333333333333,0,1,1,1,1,0.75,0.75,0.5,1,0.5,0.5,0.5,0.5,0.25,0.1,0,0.5,0,1,1,1,1,0.666666666666667,0.5,0.75,1,1,1,0.75,0.75,0.5,0.1,0,0.25,0,0.5,0.5,1,1,0.5,0.5,0.75,1,0.25,0.25,0.5,0.5,0.25,0.05,1,0.75,0,0,0.5,1,1,0.5,0.5,0,0,0.75,0,0.25,0.75,0.05,0,0.75,0,1,0,1,1,0.5,0,0,0.75,0,0.75,0.5,0.75,0.05,0,0,0.5,0.5,1,0.25,0.5,1,0.75,1,0.75,0.75,0.75,0.5,0.2,0,0,0,0.5,0.5,1
"72",1,0.5,0.0458827186620768,0.75,1,0,0.5,0.666666666666667,0.5,1,1,1,0,0.5,1,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,0.5,0.5,1,1,0.5,1,0,0.5,1,0.75,0.25,1,0.5,1,0,1,0.1,0,0.75,0.333333333333333,0,1,1,1,1,0.5,0.5,0.25,0.75,1,0.5,0.75,0.5,0.5,0.05,1,0.75,0.5,1,1,1,1,0.5,0.75,0.25,1,0.5,1,0.25,0.25,0.5,0.05,0,0.75,0,1,1,1,1,0.25,0.75,0.25,0.75,0.5,0.5,0.75,1,0,0.05,1,0.75,0,0.5,1,0.5,0.5,0.5,0.75,0.25,0,0,0.5,0,0.5,0.1,0,0.75,0,1,0,0.5,0.5,1,0,0,0.75,0.5,0.5,0.5,0.75,0.8,0,0,0.5,1,0,0.75,1,1,1,1,1,1,0.75,0.5,0.4,0,1,0.5,1,1,1
"73",0,0.5,1,0.75,1,0.5,0.25,0,1,1,1,0.5,0,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,1,1,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0.5,0.25,0.75,0.25,0.5,0.5,0.25,0.05,0,0.75,0.333333333333333,1,1,1,1,1,0.75,0.75,0.25,1,0.25,0.5,0.5,0.25,0.5,0.05,0,0.75,0,1,1,1,1,0.5,0.25,0.25,0.75,0.25,0.5,0.25,0.25,0.25,0.05,0,0.75,0,0.5,1,1,1,0.75,0.5,0.25,0.75,0.5,0.25,0.5,0.25,0.25,0.05,0,0.75,1,0,1,1,1,1,0.75,0,0.5,0.25,0.25,0.25,0.25,0.1,0,0.75,0,1,0.5,1,1,0.75,0.25,0.5,0.75,0.25,0.25,0.25,0.75,0.1,0,0,0,0.5,0.5,0.75,0.75,1,0.75,0.75,0.25,0.75,0.5,0.5,0.5,0,1,0,1,1,1
"74",1,0.5,0.0458827186620768,0.75,0,0.5,0.25,0,1,1,1,1,0,1,1,1,0.5,1,1,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.75,1,0.25,0.5,0.25,0.5,0.05,0,0.75,0.333333333333333,0.5,1,0,0.5,0.5,0,0.75,0.5,1,0.75,0.75,0.75,0.5,0.75,0.4,0,0.75,0,0.5,1,1,1,0.333333333333333,0.5,0.5,0.75,0.75,0.5,0.75,0.75,0.5,0.4,0,0.75,0,0,1,1,1,0,1,0.5,1,0.75,0.75,0.75,0.5,0.5,0.05,0,0.75,0,0,1,1,1,0.5,0.75,0.25,0.25,0,0.25,1,0,0.05,0,0.75,0,1,0.5,1,1,0.5,0,0.75,1,0.5,1,0,0.75,0.2,0,0,1,1,1,0.75,0.75,0.75,1,0.5,1,1,1,0.75,0.1,1,0,0,0,0,0
"75",1,0.333333333333333,1,0.5,1,0,1,0,1,1,1,1,0,0.5,1,1,0.5,0.5,0,0.5,0.5,0.5,1,0.5,1,1,0.5,0.5,1,1,1,1,1,0.5,0.5,0,1,0,0,0,1,0,1,1,0,0,0,0.5,0,0.5,0.5,0.75,0.75,1,0.75,0.75,0.5,0.5,0.05,0,1,0.833333333333333,0,1,0.5,0.5,1,0.75,0.75,0.75,1,0.5,0.75,1,0.25,0.75,0.2,0,1,1,1,1,0.5,1,0.5,1,0.5,1,1,0.75,1,0.5,0.25,0.1,0,1,0.5,1,1,1,1,0.5,1,0.75,1,1,1,1,1,0,0.1,0,1,0,1,1,1,1,0.5,1,0.5,1,1,0.5,1,1,0.1,0,1,0,1,1,1,1,1,1,1,1,0.5,1,1,1,0.3,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.1,0,1,1,1,1,1
