metryczka.plec,metryczka.wiek,metryczka.miejsce,metryczka.wyksztalcenie,metryczka.nauka,metryczka.praca,metryczka.osoby,metryczka.dzieci,metryczka.zakupy,metryczka.przygotowanie,metryczka.sytuacja,metryczka.wiedza,metryczka.dieta,fcq.dieta_kalorie,fcq.cena_wartosc,fcq.eko_opakowana,fcq.eko_produkowana,fcq.dieta_tluszcz,fcq.pol_pochodzenie,fcq.eko_bezgmo,fcq.dieta_wit-i-min,fcq.dieta_bezdodatkow,fcq.dieta_odzywcza,fcq.dieta_bialko,fcq.dieta_naturalna,fcq.hed_zdziecinstwa,fcq.hed_odprezajaca,fcq.hed_wygodna,frl.nowe_zawartosc,frl.dieta_odzywcza,frl.cena_info,frl.nowe_etykiety,frl.dieta_naturalna,frl.dieta_bezdodatkow,frl.dieta_wartosc,fns.nowe_ufnosc,fns.nowe_przyjecia,cet.pol_bezrobocie,cet.pol_niedostepne,cet.pol_nieprodukowane,mgr.nowe_marki,mgr.hed_przepis,mgr.hed_przyjemnosc,mgr.hed_niesmaczna,mgr.pol_swieza,mgr.pol_tania,mgr.pol_smaczna,mgr.nowe_sklad,mgr.hed_wrazenie,mgr.hed_zakupy,mgr.hed_szybko,ziemniak.cena,ziemniak.miejsce,ziemniak.swiezosc,ziemniak.rodzaj,ziemniak.kraj,ziemniak.barwa,ziemniak.wyglad,ziemniak.spozycie,ziemniak.okres,ziemniak.sklep,ziemniak.opakowanie,ziemniak.obrobka,ziemniak.potrawy,ziemniak.zdrowotnosc,ziemniak.smak,ziemniak.jakosc,ziemniak.produkty,pomidor.cena,pomidor.miejsce,pomidor.swiezosc,pomidor.rodzaj,pomidor.kraj,pomidor.barwa,pomidor.slodkosc,pomidor.miekkosc,pomidor.spozycie,pomidor.okres,pomidor.sklep,pomidor.obrobka,pomidor.potrawy,pomidor.zdrowotnosc,pomidor.smak,pomidor.jakosc,pomidor.produkty,jablko.cena,jablko.miejsce,jablko.swiezosc,jablko.rodzaj,jablko.kraj,jablko.barwa,jablko.miekkosc,jablko.slodkosc,jablko.spozycie,jablko.okres,jablko.sklep,jablko.obrobka,jablko.potrawy,jablko.zdrowotnosc,jablko.smak,jablko.jakosc,jablko.produkty,pomarancza.cena,pomarancza.miejsce,pomarancza.swiezosc,pomarancza.rodzaj,pomarancza.kraj,pomarancza.barwa,pomarancza.miekkosc,pomarancza.slodkosc,pomarancza.spozycie,pomarancza.okres,pomarancza.sklep,pomarancza.obrobka,pomarancza.potrawy,pomarancza.zdrowotnosc,pomarancza.smak,pomarancza.jakosc,pomarancza.produkty,makaron.cena,makaron.miejsce,makaron.swiezosc,makaron.rodzaj,makaron.kraj,makaron.barwa,makaron.marka,makaron.spozycie,makaron.okres,makaron.sklep,makaron.obrobka,makaron.potrawy,makaron.zdrowotnosc,makaron.smak,makaron.jakosc,platki.cena,platki.miejsce,platki.swiezosc,platki.rodzaj,platki.kraj,platki.blonnik,platki.marka,platki.sklep,platki.spozycie,platki.obrobka,platki.potrawy,platki.zdrowotnosc,platki.smak,platki.jakosc,pieczywo.cena,pieczywo.miejsce,pieczywo.swiezosc,pieczywo.rodzaj,pieczywo.kraj,pieczywo.barwa,pieczywo.ziarna,pieczywo.blonnik,pieczywo.sklep,pieczywo.spozycie,pieczywo.opakowanie,pieczywo.obrobka,pieczywo.potrawy,pieczywo.zdrowotnosc,pieczywo.smak,pieczywo.jakosc
1,24,1,0.75,1,0.5,4,2,0.5,0.5,1,0.5,0,0.5,1,1,0,0,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.75,1,0.5,1,1,0.75,0.111111111111111,0,0.75,0.666666666666667,1,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,0.25,0.5,0.0588235294117647,0,0.75,0,1,1,1,1,0.333333333333333,0.75,0.25,0.75,0.25,0.75,0.75,0.75,0,0.24,0,0.75,0,0,1,1,1,0.5,0.75,0.5,1,0.75,1,1,0.75,0.25,0.0833333333333333,0,0.75,0,0,1,1,1,0.5,0.5,0.25,0.5,0.75,1,0.5,0.5,0.123249299719888,0,0.75,0,1,0.5,1,1,1,0.25,0.25,1,0.5,0.25,0.25,0.75,0.0740740740740741,0,0,1,1,1,0.5,0.75,1,1,1,0.5,0.75,0,0.5,0.0714285714285714,0,0,0,0.5,1,1
1,23,1,0.75,1,0,5,0,0.5,1,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,0,0.5,1,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.0277777777777778,0,0.25,0,0,1,1,1,1,0,0.75,0.5,1,0.25,0.5,0.75,0,1,0.2,1,0.25,0,1,1,1,1,0.166666666666667,0.5,0.5,1,1,0.5,0.75,1,0,0.4,0,0.25,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,1,0.5,0.5,0,0.25,0.25,0.5,1,0,1,0.5,0.132586367880486,0,1,0,1,1,1,1,0.75,0.25,0.5,1,0.25,0.5,0.25,1,0.0111111111111111,0,0.5,0.5,1,1,0.5,0.25,1,1,0.25,1,0.75,0.75,1,0.0876190476190476,0.5,0,0.5,1,1,1
0,24,1,0.75,1,0.5,1,0,1,0.5,1,1,0,0,1,1,0.5,0.5,1,0,1,0,0.5,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0,0,1,1,1,1,0.5,1,1,1,0.5,0.5,0,0,0.5,1,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,0,0,1,1,0.5,0.75,0.75,1,0.75,0.5,0.75,0.5,0.25,0.0138888888888889,0,0.5,0,1,1,0,0,0.5,0.5,0.75,0.75,1,0.75,0.75,0.5,0.5,0.133333333333333,0,0.5,0.5,0,1,1,1,0,0.75,0.25,0.5,0.25,0.5,1,0.5,0,0.6,1,0.75,0,0.5,1,1,1,0.5,0.75,0,0.25,0.75,0.5,0.25,0.5,0.225210084033613,0,0.75,0,1,0.5,1,1,0.5,0,0.25,1,0,0,0.75,0.75,0.0666666666666667,0,0,0,1,1,0.5,0.75,1,0.75,0,0.75,0.5,0,0.25,0.3,0,0,1,0.5,1,1
1,30,1,1,0,0.5,1,0,1,1,1,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,1,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,1,1,0.5,0.5,0.5,0,0.5,0.5,1,0.75,0.25,0.75,0.25,0.5,0.5,0.75,0.166666666666667,0,0.75,0.666666666666667,0,1,1,1,1,0.5,0.75,0.25,1,0.5,0.5,0.75,0.5,0.75,0.0261437908496732,0,0.75,0,1,1,1,1,0.333333333333333,1,0.25,0.75,0.75,0.25,0.5,0.5,0,0.0133333333333333,0,0.75,0,1,1,1,1,0.75,1,0.25,0.75,0.75,0.25,0.75,0.75,0,0.0333333333333333,0,0.75,0,1,1,1,1,0.5,1,0.25,0.75,1,1,1,1,0.127450980392157,0,0.75,0,1,1,1,1,1,0.25,0.5,1,0.25,0.75,0.5,0.75,0.00740740740740741,0,0,1,1,1,0.75,0.5,1,1,1,0.75,0.75,0.75,0.75,0.3,0,0,1,1,1,1
1,24,1,0.75,1,0,2,1,1,1,0.5,1,1,1,1,0.5,0.5,0,0,1,0.5,1,1,0,1,0.5,0.5,0.5,1,1,1,1,1,1,0.5,0.5,1,0,0.5,0.5,0.5,1,1,1,1,0.5,1,1,0.5,1,0.5,0.25,0.25,1,0.75,1,0.5,0.25,0.111111111111111,0,0.25,0,0,1,1,1,1,0.5,0.75,0.75,1,0.75,0.5,1,0.5,0.5,0.0588235294117647,0,0.25,0,1,1,1,1,0.5,0.25,0.25,1,1,1,1,1,0.5,0.133333333333333,0,0.25,0,1,1,1,1,0.75,1,0.25,1,0.5,0.25,0.75,0.75,0.25,0.0111111111111111,0,0.75,0,0.5,1,0.5,0.5,0.5,0.75,0,0.5,0.25,0.25,0.75,0.75,0.0336134453781513,0,1,0,1,0,0.5,0.5,0.75,0,0.25,0.75,0,0.5,0.5,1,0.00925925925925926,0,0.5,0.5,0.5,0.5,0.75,0.75,1,1,0.25,1,0.75,0.5,1,0.0859428571428571,0,0,0.5,0.5,1,1
1,22,1,0.5,1,0.5,5,3,0.5,0.5,1,1,0,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,1,0.5,1,0.5,1,0.5,1,1,0.5,1,0.5,0.5,0.5,0,1,0.5,0.5,0.5,1,0,1,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.111111111111111,0,0.75,0.166666666666667,0.5,1,1,1,1,0.25,0.5,0.5,1,1,0.75,1,0.5,0.75,0.416666666666667,0,1,0,1,1,1,1,0.333333333333333,0.5,0.75,1,1,0.75,0.5,0.5,0.75,0.24,1,0,0,1,1,1,1,0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.133333333333333,1,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.126050420168067,0,1,0,1,1,1,1,0.5,0.5,0.5,0.75,0.5,0.75,0.5,1,0.277777777777778,0,0.5,1,1,1,0.5,0.5,1,1,1,1,1,0.75,0.5,0.535714285714286,0,0,0.5,1,1,1
1,24,1,0.75,1,1,2,0,1,1,1,1,0,0,0.5,0.5,0,0.5,0.5,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,1,1,0.5,0.5,1,0.5,1,1,1,0.5,0.5,1,0.75,0.75,1,1,0.5,1,1,0.222222222222222,0,0.25,0.833333333333333,0,1,1,1,1,1,0.75,0.75,1,1,0.75,0.75,0,0.5,0.0941176470588235,1,0.25,0,1,1,0.5,0.5,0.833333333333333,0.75,0.5,1,1,0.5,1,0,0,0.133333333333333,0,0.25,0,0.5,1,1,1,1,0.5,0.5,1,1,0.5,1,1,0,0.0833333333333333,0,0.75,0.5,0.5,1,0.5,0.5,0.5,0.75,0.25,1,0.75,0.5,0.75,1,0.133333333333333,0,0.75,0,1,0.5,1,0.5,0.75,0.5,1,1,0.5,0.75,1,0.75,0.475,0,1,1,1,1,0.75,1,1,1,0.5,1,0.75,0.5,0.75,0.08,0,0,1,1,1,1
0,19,1,0.5,1,0.5,7,2,1,1,1,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.0555555555555556,0,NA,NA,0.5,1,0.5,1,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,0.5,0.5,0.5,0.666666666666667,0.25,0,0.5,0.5,0,0.5,1,0.5,0.0533333333333333,1,0.25,0,1,1,1,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0.0333333333333333,0,NA,0.5,0,1,0,0,1,0.5,0,0,1,0,0.5,0.5,0.127450980392157,0,0.5,0,1,0.5,0.5,0.5,0.75,0,0,0.5,0,0,0.5,1,0.666666666666667,0,0,0,1,0.5,0.25,0.5,0.75,0.75,0,0.5,0.25,0,0.5,0.777142857142857,1,0,1,0.5,1,0
1,26,1,0.75,1,0.5,1,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,1,1,1,0.5,1,0.5,0.5,0.5,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.5,1,0.5,1,1,0.5,0.75,0.75,1,0.75,1,1,0.5,0.75,0.0392156862745098,1,0.25,0,1,1,1,1,0.666666666666667,0.5,0.75,1,1,1,1,0.5,0.25,0.133333333333333,0,0.25,0,1,1,1,1,0.25,0.75,0.5,0.5,0.5,0.5,1,1,0.25,0.0833333333333333,0,1,1,1,0.5,0.5,1,1,0.75,0.5,0.5,1,1,1,0.75,0.00429505135387488,0,1,0,1,0,1,1,0.75,0.25,0.5,1,0.75,0.5,0.75,1,0.433333333333333,0,1,0.5,1,1,0.75,0.75,1,1,1,1,1,1,0.25,0.0714285714285714,0,0.5,0.5,0,1,1
1,24,1,0.75,1,0.5,3,1,1,1,1,0.5,0,0,1,0.5,0.5,0,0.5,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,1,0.5,1,1,1,0.5,0,1,0.5,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,1,0,0,0.5,0.75,0,1,0.5,0.25,0.0166666666666667,0,0.25,0.666666666666667,0,1,0.5,1,1,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.25,0.5,0.0326797385620915,0,0.25,0,1,1,1,1,0.666666666666667,0,0.5,1,0.75,1,0.75,0.75,0.5,0.0133333333333333,0,0.25,0,1,1,1,1,0.75,0.75,0.25,0.75,0.5,0.25,0.5,0.75,0.5,0.0833333333333333,1,1,0,0,1,1,0.5,0.5,0.25,0,0.5,0.75,0.25,0.25,0.75,0.0492997198879552,0,1,0,1,0.5,1,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.75,1,0.0763888888888889,0,1,1,1,1,0.5,1,1,1,1,0.5,0.75,0.5,0.25,0.08,0,0,0,1,1,1
1,24,0.218254943012042,0.75,1,0,3,0,1,1,1,1,0,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.75,1,0.117647058823529,0,0.75,1,0,1,0.5,1,0.5,0.75,0.75,0.75,1,0.75,0.75,1,0.25,0.5,0.833333333333333,0,0.25,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.75,0.00444444444444444,0,0.25,0,0.5,1,1,1,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0833333333333333,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0542296918767507,0,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.00555555555555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.140952380952381,1,0.5,0,0,0,0.5
1,27,1,1,0,0.5,2,0,1,1,1,1,0,0,1,1,1,0,0.5,1,1,1,1,0.5,1,0,1,0.5,1,0.5,0,0.5,1,0.5,0,0,1,0.5,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,0.5,0,0.5,0,0.5,0.75,1,0.75,0.5,0.5,0.25,0.75,0.0111111111111111,0,0.25,0.5,1,1,1,1,0.333333333333333,0.5,0.75,1,0.75,0.75,0.5,0.75,0.5,0.4,0,0.75,0,1,1,1,1,0.5,0.75,0.5,1,0.5,0.5,0.75,1,0.25,0.133333333333333,1,0.75,0.5,1,1,1,1,0.5,0.75,0.25,0.75,1,0.25,0.75,0.5,0.0530345471521942,0,0.75,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.00987654320987654,0.5,1,1,1,1,0.5,0.75,1,1,1,1,0.75,0.25,0.25,0.00495238095238095,0,0,1,1,1,1
1,28,1,1,1,0,3,0,1,1,1,0.5,0,0,1,0.5,0.5,0,0.5,0,1,1,1,1,1,1,0.5,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,1,0.5,0.5,0.5,1,0.5,0.75,1,1,0.5,0.75,1,0.0416666666666667,0,0.75,0.5,0,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.25,0.75,0.125,0,0.25,0,1,1,1,1,0.5,0.75,0.5,0.5,0.75,0.75,1,1,0.25,0.133333333333333,0,0.75,0,1,1,1,1,0.75,0.75,0.25,0.75,0.25,0.75,0.75,1,0,0.333333333333333,1,0.75,0,0.5,1,1,1,0.5,0.5,0.25,0,0.5,1,0.5,0.75,0.0515406162464986,0,1,0,1,0.5,1,1,0.75,0.25,0.25,0.75,0.25,0.5,0.5,0.5,0.833333333333333,0,0.5,1,1,1,0.75,0.5,1,1,0.25,0.75,1,0.5,0,0.128571428571429,1,0,0,0.5,1,1
1,18,0.00771282828772078,0.5,1,0,6,4,0.5,1,1,1,0,0,0.5,0.5,0.5,0.5,1,1,1,1,0.5,1,1,0.5,0.5,0.5,1,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0.5,1,1,1,1,1,1,0.75,1,0.5,0.75,1,0.25,0.75,0.5,0,0.25,0.5,1,1,1,1,0.666666666666667,1,1,1,0.75,0.75,0.75,0.75,0.25,0.24,0,0,0.5,1,1,1,1,0.75,0.25,0.75,0.75,0.5,0.75,1,0.75,0,0.333333333333333,0,0.25,1,1,1,1,1,0.5,0,0.5,0.75,0.25,0.5,0.5,0.5,0.134453781512605,0,1,0.5,1,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0,1,1,1,0.25,1,1,0.75,0.75,0.75,0.75,0.75,0.25,0.06,0,1,1,0.5,1,1
1,22,0,0.5,1,0,4,1,1,1,1,1,0,0,1,1,0.5,0.5,0.5,0,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,1,1,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.75,1,0.25,0.5,0.75,1,0.0138888888888889,0,0.5,0,0,1,1,1,1,0,0.5,0.75,1,1,1,1,0.5,0.75,0.0392156862745098,0,0.5,0.5,1,1,1,1,0.666666666666667,0.5,0.5,0.75,1,1,1,1,0.75,0.00444444444444444,0,0,0,1,1,1,1,0.5,0.5,0.5,0.75,0.75,1,0.75,0.75,0.5,0.0333333333333333,0,1,1,0.5,1,0,0,0.5,0.5,0.5,0.5,1,0.75,0.75,0.75,0.0567693744164332,0,1,0,0.5,0,1,1,0.5,0.5,1,1,0.5,0.25,0.75,1,0.0962962962962963,0,0.5,1,1,1,0.5,0.5,1,0.75,1,0.75,0.75,0.5,0.5,0.205714285714286,0,1,0,1,1,1
1,21,1,0.5,1,0.5,1,0,1,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,0,0.5,0.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.25,0.75,0.75,0.5,0.5,0.5,0.75,0.0138888888888889,0,0.25,0.666666666666667,0,1,1,1,1,0,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.5,0.05,0,0.25,0,1,1,1,1,0.166666666666667,0.5,0.75,0.75,0.75,0.5,0.5,1,0.5,0.0533333333333333,0,0.25,0,0.5,1,1,1,0,0.5,0.5,0.75,0.25,0.5,0.75,0.75,0.5,0.0833333333333333,0,0.25,0,0,1,1,1,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.75,0.134453781512605,0,0.75,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.75,0.277777777777778,0,1,1,1,1,0.5,0.75,0.75,1,0.75,1,1,1,0,0.024,NA,0,0.5,1,0.5,0
1,18,0.0458827186620768,0.25,1,0,6,4,0.5,0.5,1,1,0,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0,0.5,0,1,1,0.5,0.5,0.5,0,1,0.5,0,0,0.5,0.5,1,1,0.5,0.5,0.5,0,0,0,1,0.75,0.75,1,0.75,0.75,0.5,0.5,0.2,0,0.25,0.833333333333333,0,1,1,1,1,0.5,0.75,0.5,1,0.75,0.25,0.5,0.25,1,0.0555555555555556,1,0.25,0,1,1,1,1,0.5,1,0.5,0.75,0.75,0.5,0.75,0.75,0.5,0.0533333333333333,0,0.25,0,1,1,1,1,0,1,0.75,1,0.75,0.5,0.5,0.75,0.25,0.0833333333333333,1,0.75,0.5,0,1,1,1,0.5,0.75,0.75,0.75,0.75,0.25,0.25,0.5,0.0515406162464986,0,0.75,0,1,1,1,1,0.75,0.75,0.5,1,0.5,0.25,0.5,0.75,0.0851851851851852,0,0,1,1,1,0.75,0.5,1,1,0.5,0.75,0.75,0.5,0.25,0.364285714285714,0,0,0,1,1,1
1,20,1,0.5,1,0,4,2,0.5,0.5,1,0.5,0,0.5,1,1,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0.75,0.75,0.75,0.75,1,0.25,0.75,0.0555555555555556,0,0.25,0.333333333333333,0,1,0.5,1,1,0,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.75,0.0235294117647059,0,0.25,0,1,1,1,1,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.0533333333333333,0,1,0,1,1,1,1,0.5,0.75,0.75,0.75,0.25,0.75,0.75,0.75,0.25,0.0833333333333333,0,1,0,0.5,1,0,0,0.5,0.5,0.5,0.5,0.75,0.25,0.5,0.75,0.0315126050420168,0,1,0,1,0.5,1,0.5,0.75,0.5,0.25,0.5,0.25,0.5,0.5,1,0.222222222222222,0,0,0,1,0.5,0.5,0.75,1,1,1,1,1,0.5,0.5,0.0651428571428571,0,0,0.5,1,1,1
1,26,1,1,0,0.5,2,0,0.5,1,1,1,0,0.5,1,1,0.5,0.5,1,0.5,1,1,1,0.5,1,0,1,0,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,0,1,0,0.5,0.5,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.5,1,0.5,0.5,1,0.5,0.25,0.75,0.75,1,0.25,0.75,0,1,0.0555555555555556,0,0.25,0,1,1,0.5,1,0.333333333333333,0.25,0.25,0.75,0.75,0.5,0.5,0.75,0.5,0.0533333333333333,0,0.25,0,1,1,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.5,1,1,0.5,0.5,0,0.25,0.25,0.5,1,0.25,0.25,0.75,0.0318627450980392,0,0.75,0,1,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0,0,0,0.5,0.25,0.75,1,1,0.5,0.75,0.75,0.5,0.25,0.000444444444444444,1,1,0,0.5,0.5,0.5
1,32,1,1,0,1,1,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0.5,0.5,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,0.5,1,1,0,0.75,0.75,0.75,1,1,0.75,1,0.5,0.4,0,0.25,0,1,1,1,1,0,0.75,0.75,1,0.75,0.25,0.25,0.25,0,0.0333333333333333,1,0.75,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,0,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0.5,0.5
1,46,1,1,0,1,4,2,0.5,1,1,0.5,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,1,1,0.5,0.5,1,1,1,1,1,0.5,1,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.75,1,0.5,0.5,0.5,0.5,0.0222222222222222,0,0,0.333333333333333,0.5,1,0.5,1,1,0.5,0.75,0.75,1,1,0.75,1,0.25,0.25,0.0130718954248366,0,0.25,0.5,1,1,1,1,0.833333333333333,0.75,0.75,1,1,0.75,0.75,0.75,0.5,1,0,0.25,0,1,1,1,1,1,1,0.75,1,0.75,0.75,0.75,0.75,0.25,0.0833333333333333,0,0.25,0,1,1,1,1,0.5,0.75,0.75,1,1,0.75,0.75,0.75,0.0334133653461385,0,0.75,0.5,1,1,1,1,1,0.75,1,1,0.75,0.75,0.75,0.75,0.208333333333333,1,1,1,1,1,1,1,1,1,0.75,0.75,1,0.75,0.25,0.128571428571429,0,0,1,1,1,1
1,21,1,0.5,1,0,3,0,0.5,1,1,1,0,0,1,0.5,0,0,1,0,1,0.5,1,0.5,1,0.5,0,0.5,1,1,1,1,0.5,0,0.5,0,1,0.5,1,1,0,0,0.5,1,0.5,0.5,0.5,1,0,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.111111111111111,0,0.75,0.666666666666667,0.5,1,0.5,1,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0.5,1,1,0.5,1,0.333333333333333,0.75,0.75,0.75,0.5,0.5,0.75,1,0.75,0.133333333333333,0,0.75,0,1,1,1,1,0.25,0.75,0.5,1,0.5,0.25,0.75,0.75,0.25,0.0833333333333333,0,0.75,0,0,1,1,1,0.5,0.75,0.5,0.75,0.25,0.75,0.5,0.5,0.0315126050420168,0,0.75,0,1,0.5,1,1,1,0.5,0.5,0.75,1,1,0.5,0.75,0.00833333333333333,0,0,0,1,1,0.25,1,1,1,1,1,1,1,0.25,0.0361904761904762,0,0,0,0.5,1,1
0,20,0.0458827186620768,0.5,1,0.5,3,0,1,0,1,0.5,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,1,1,1,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,1,0.5,0.5,0.5,0.5,0,0,0,1,0.5,0.25,0.75,0.5,0.5,0.25,0.75,0.0138888888888889,0,0.25,0.333333333333333,1,0.5,0.5,0.5,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,1,0.5,0.5,0.166666666666667,0,0.25,1,0.5,0,0,0.75,0.5,0.133333333333333,0,1,0,0.5,1,1,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0.0111111111111111,0,NA,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0,0.75,0.25,0.112044817927171,0,1,0.5,1,0,0.5,1,0.75,0.25,0.5,1,0,0,0.25,1,0.0888888888888889,1,0,0,1,1,0.5,1,1,0.75,0,0.5,0.5,0.25,0.25,0.0548571428571429,0,1,0,0.5,1,1
